108,'AMD Ryzen 7 9700X [100-100001404WOF]','AMD','https://media.solotodo.com/media/products/1941870_picture_1722940437.webp',416.51,397990,'https://solotodo.com/products/252399',8,16,3800,5500,65,'AM5','AMD Zen 5','No posee','No posee',866,8890
109,'Intel Core i9-12900KF [BX8071512900KF]','Intel','https://media.solotodo.com/media/products/1495183_picture_1637010112.jpg',418.34000000000003,399740,'https://solotodo.com/products/125307',8,24,3200,5100,125,'LGA 1700','Intel Alder Lake','No posee','No posee',779,10511
110,'Intel Core i7-14700 [BX8071514700]','Intel','https://media.solotodo.com/media/products/1879006_picture_1707949384.jpg',438.49,418990,'https://solotodo.com/products/233326',8,28,2100,5400,65,'LGA 1700','Intel Raptor Lake','UHD 770','Cooler stock Intel',0,0
111,'Intel Core Ultra 7 265KF [BX80768265KF]','Intel','https://media.solotodo.com/media/products/1984860_picture_1732167527.jpg',443.02,423320,'https://solotodo.com/products/259003',8,20,3900,5500,125,'LGA 1851','Intel Arrow Lake','No posee','No posee',0,0
112,'Intel Core i9-12900K [BX8071512900K]','Intel','https://media.solotodo.com/media/products/1498180_picture_1637592613.jpg',456.07,435789,'https://solotodo.com/products/125705',8,24,3200,5200,125,'LGA 1700','Intel Alder Lake','UHD 770','No posee',779,10511
113,'AMD Ryzen 9 5900XT [100-000001581WOF]','AMD','https://media.solotodo.com/media/products/1941478_picture_1722726650.jpg',456.98,436666,'https://solotodo.com/products/252294',16,32,3300,4800,105,'AM4','AMD Zen 3','No posee','No posee',0,0
114,'Intel Core i7-14700KF [BX8071514700KF]','Intel','https://media.solotodo.com/media/products/1831724_picture_1707949336.jpg',451.04,430990,'https://solotodo.com/products/222077',8,28,3400,5600,125,'LGA 1700','Intel Raptor Lake','No posee','No posee',0,0
115,'Intel Core Ultra 7 265K [BX80768265K]','Intel','https://media.solotodo.com/media/products/1973410_picture_1730221524.webp',464.05,443420,'https://solotodo.com/products/256966',8,20,3900,5500,125,'LGA 1851','Intel Arrow Lake','Arc Xe2 Graphics 64EU','No posee',0,0
116,'AMD Ryzen 9 7900 [100-100000590BOX]','AMD','https://media.solotodo.com/media/products/1647103_picture_1672267312.jpg',447.54,427640,'https://solotodo.com/products/167341',12,24,3700,5400,65,'AM5','AMD Zen 4','RDNA 2','Wraith Prism',764,11088
117,'Intel Core i7-14700K [BX8071514700K]','Intel','https://media.solotodo.com/media/products/1831699_picture_1707949353.jpg',455.88,435615,'https://solotodo.com/products/222075',8,28,3400,5600,125,'LGA 1700','Intel Raptor Lake','UHD 770','No posee',0,0
118,'AMD Ryzen 9 7900X [100-100000589WOF]','AMD','https://media.solotodo.com/media/products/1647103_picture_1672267312.jpg',456.28000000000003,435990,'https://solotodo.com/products/151871',12,24,4700,5600,170,'AM5','AMD Zen 4','RDNA 2','No posee',781,11572
119,'AMD Ryzen 7 7800X3D [100-100000910MPK]','AMD','https://media.solotodo.com/media/products/1906400_picture_1713802528.webp',475.94,454780,'https://solotodo.com/products/241309',8,16,4200,5000,120,'AM5','AMD Zen 4','RDNA 2','No posee',0,0
120,'Intel Core i7-13700F [BX8071513700F]','Intel','https://media.solotodo.com/media/products/1721105_picture_1676012811.jpg',499.08,476894,'https://solotodo.com/products/179354',8,24,2100,5200,125,'LGA 1700','Intel Raptor Lake','No posee','Cooler stock Intel',0,0
121,'AMD Ryzen 9 5950X [100-100000059WOF]','AMD','https://media.solotodo.com/media/products/1263659_picture_1672268409.jpg',490.53000000000003,457590,'https://solotodo.com/products/90848',16,32,3400,4900,105,'AM4','AMD Zen 3','No posee','No posee',647,10428
122,'Intel Core Ultra 7 265 [BX80768265]','Intel','https://media.solotodo.com/media/products/2041968_picture_1742393823.png',486.63,464990,'https://solotodo.com/products/269563',8,20,2400,5300,65,'LGA 1851','Intel Arrow Lake','Arc Xe-LPG Graphics 32EU','No posee',0,0
123,'Intel Core i7-14700F [BX8071514700F]','Intel','https://media.solotodo.com/media/products/1875800_picture_1707949369.jpg',505.74,483254,'https://solotodo.com/products/232815',8,28,2100,5400,65,'LGA 1700','Intel Raptor Lake','No posee','Cooler stock Intel',0,0
124,'Intel Core i7-13700 [BX8071513700]','Intel','https://media.solotodo.com/media/products/1721093_picture_1676012506.jpg',514.15,491295,'https://solotodo.com/products/179353',8,24,2100,5200,65,'LGA 1700','Intel Raptor Lake','UHD 770','Cooler stock Intel',0,0
125,'Intel Core i9-12900 [BX8071512900]','Intel','https://media.solotodo.com/media/products/1587462_picture_1652108866.png',507.04,484500,'https://solotodo.com/products/139240',8,24,2400,5100,65,'LGA 1700','Intel Alder Lake','UHD 770','No posee',764,10097
126,'Intel Core i7-13700KF [BX8071513700KF]','Intel','https://media.solotodo.com/media/products/1648757_picture_1664520661.jpg',527.9300000000001,504454,'https://solotodo.com/products/152133',8,24,3400,5400,125,'LGA 1700','Intel Raptor Lake','No posee','No posee',815,11831
127,'Intel Core i9-14900KF [CM8071505094018]','Intel','https://media.solotodo.com/media/products/2013724_picture_1738079281.png',519.21,496124,'https://solotodo.com/products/265057',8,32,3200,6000,125,'LGA 1700','Intel Raptor Lake','No posee','No posee',0,0
128,'AMD Ryzen 7 7800X3D [100-100000910WOF]','AMD','https://media.solotodo.com/media/products/1754039_picture_1682576193.jpg',520.5,497360,'https://solotodo.com/products/200671',8,16,4200,5000,120,'AM5','AMD Zen 4','RDNA 2','No posee',0,0
129,'AMD Ryzen 9 5900X [100-100000061WOF]','AMD','https://media.solotodo.com/media/products/1271090_picture_1672268405.jpg',543.46,519294,'https://solotodo.com/products/91450',12,24,3700,4800,105,'AM4','AMD Zen 3','No posee','No posee',637,8491
130,'Intel Core i7-13700K [BX8071513700K]','Intel','https://media.solotodo.com/media/products/1648741_picture_1664520596.jpg',543.46,519294,'https://solotodo.com/products/152132',8,24,3400,5400,125,'LGA 1700','Intel Raptor Lake','UHD 770','No posee',815,11831
131,'AMD Ryzen 9 9900X [100-100000662WOF]','AMD','https://media.solotodo.com/media/products/1941882_picture_1722940578.webp',549.4300000000001,520990,'https://solotodo.com/products/252400',12,24,4400,5600,120,'AM5','AMD Zen 5','No posee','No posee',0,0
132,'Intel Core i9-13900KF [BX8071513900KF]','Intel','https://media.solotodo.com/media/products/1648697_picture_1664520273.jpg',536.34,512490,'https://solotodo.com/products/152129',8,32,3000,5800,125,'LGA 1700','Intel Raptor Lake','No posee','No posee',877,15350
133,'Intel Core i9-12900F [BX8071512900F]','Intel','https://media.solotodo.com/media/products/1587462_picture_1652108866.png',576.74,551094,'https://solotodo.com/products/161731',8,24,2400,5100,65,'LGA 1700','Intel Alder Lake','No posee','No posee',764,10097
134,'Intel Core i9-13900K [BX8071513900K]','Intel','https://media.solotodo.com/media/products/1648670_picture_1664519640.jpg',563.15,538115,'https://solotodo.com/products/152128',8,32,3000,5800,125,'LGA 1700','Intel Raptor Lake','UHD 770','No posee',877,15350
135,'Intel Core i9-14900KF [BX8071514900KF]','Intel','https://media.solotodo.com/media/products/1833256_picture_1707949298.jpg',568.52,543240,'https://solotodo.com/products/222289',8,32,3200,6000,125,'LGA 1700','Intel Raptor Lake','No posee','No posee',0,0
136,'AMD Ryzen 7 9800X3D [100-100001084WOF]','AMD','https://media.solotodo.com/media/products/1997216_picture_1732927401.png',584.89,558890,'https://solotodo.com/products/260863',8,16,4700,5200,120,'AM5','AMD Zen 5','No posee','No posee',820,9072
137,'Intel Core i9-14900K [BX8071514900K]','Intel','https://media.solotodo.com/media/products/1831756_picture_1707949314.jpg',605.9300000000001,578990,'https://solotodo.com/products/222080',8,32,3200,6000,125,'LGA 1700','Intel Raptor Lake','UHD 770','No posee',0,0
138,'Intel Core i9-10940X [BX8069510940X]','Intel','https://media.solotodo.com/media/products/1213166_picture_1597158022.webp',659.86,630526,'https://solotodo.com/products/85392',14,28,3300,4600,165,'LGA 2066','Intel Cascade Lake','No posee','No posee',0,0
139,'AMD Ryzen 9 7950X [100-100000514WOF]','AMD','https://media.solotodo.com/media/products/1647114_picture_1672267314.jpg',674.66,644669,'https://solotodo.com/products/151872',16,32,4500,5700,170,'AM5','AMD Zen 4','RDNA 2','No posee',793,15120
140,'Intel Core i9-13900F [BX8071513900F]','Intel','https://media.solotodo.com/media/products/1754798_picture_1682846505.webp',720.95,688894,'https://solotodo.com/products/201331',8,32,2000,5600,65,'LGA 1700','Intel Raptor Lake','No posee','No posee',872,12375
141,'Intel Core i9-13900 [BX8071513900]','Intel','https://media.solotodo.com/media/products/1721081_picture_1676010918.jpg',743.13,710094,'https://solotodo.com/products/179321',8,32,2000,5600,65,'LGA 1700','Intel Raptor Lake','UHD 770','No posee',2165,32605
142,'AMD Ryzen 9 9950X [100-100001277WOF]','AMD','https://media.solotodo.com/media/products/1941882_picture_1722940578.webp',753.49,719990,'https://solotodo.com/products/252852',16,32,4300,5700,170,'AM5','AMD Zen 5','No posee','No posee',0,0
143,'Intel Core i9-14900F [BX8071514900F]','Intel','https://media.solotodo.com/media/products/1908320_picture_1714382352.webp',759.71,725931,'https://solotodo.com/products/241987',8,32,2000,5800,65,'LGA 1700','Intel Raptor Lake','No posee','Cooler stock Intel',903,12840
144,'Intel Core Ultra 9 285K [BX80768285K]','Intel','https://media.solotodo.com/media/products/1997228_picture_1732928072.png',795.37,760010,'https://solotodo.com/products/260864',8,24,3700,5700,125,'LGA 1851','Intel Arrow Lake','Arc Xe2 Graphics 64EU','No posee',0,0
145,'Intel Core Ultra 9 285 [BX80768285]','Intel','https://media.solotodo.com/media/products/2035103_picture_1741977507.jpg',766.24,732170,'https://solotodo.com/products/268763',8,24,2500,5600,65,'LGA 1851','Intel Arrow Lake','Arc Xe2 Graphics 64EU','No posee',0,0
146,'Intel Core i9-14900 [BX8071514900]','Intel','https://media.solotodo.com/media/products/1831756_picture_1707949314.jpg',804.77,768990,'https://solotodo.com/products/239611',8,32,2000,5800,65,'LGA 1700','Intel Raptor Lake','UHD 770','Cooler stock Intel',903,12840
147,'AMD Ryzen 9 7950X3D [100-100000908WOF]','AMD','https://media.solotodo.com/media/products/1743917_picture_1680154568.jpg',834.03,796950,'https://solotodo.com/products/194571',16,32,4500,5700,120,'AM5','AMD Zen 4','RDNA 2','No posee',0,0
148,'AMD Ryzen 9 9900X3D [100-100001368WOF]','AMD','https://media.solotodo.com/media/products/2041750_picture_1742375584.png',844.47,806925,'https://solotodo.com/products/269506',12,24,4400,5500,120,'AM5','AMD Zen 5','No posee','No posee',0,0
149,'Intel Core i9-7960X [BX80673I97960X]','Intel','https://media.solotodo.com/media/products/731546_picture_1523011699.jpg',915.91,875190,'https://solotodo.com/products/43728',16,32,2800,4400,165,'LGA 2066','Intel Skylake','No posee','No posee',0,0
150,'AMD Ryzen 9 9950X3D [100-100000719WOF]','AMD','https://media.solotodo.com/media/products/2041762_picture_1742376003.png',1097.52,1048727,'https://solotodo.com/products/269507',16,32,4300,5700,170,'AM5','AMD Zen 5','RDNA 2','No posee',0,0
151,'AMD Ryzen Threadripper 7960X [100-100001352WOF]','AMD','https://media.solotodo.com/media/products/1863203_picture_1705206477.jpg',2095.41,2002250,'https://solotodo.com/products/232389',24,48,4200,5300,350,'sTR5','AMD Zen 4','No posee','No posee',0,0
152,'AMD Ryzen Threadripper 7970X [100-100001351WOF]','AMD','https://media.solotodo.com/media/products/1863203_picture_1705206477.jpg',2783.21,2659470,'https://solotodo.com/products/229843',32,64,4000,5300,350,'sTR5','AMD Zen 4','No posee','No posee',773,25421
153,'AMD Ryzen Threadripper Pro 7965WX [100-100000885WOF]','AMD','https://media.solotodo.com/media/products/1863243_picture_1705208186.jpg',3700.3,3535789,'https://solotodo.com/products/229878',24,48,4200,5300,350,'sTR5','AMD Zen 4','No posee','No posee',0,0
